ID,line,path,eva_nr,category,station,state,city,zip,long,lat,arrival_plan,departure_plan,arrival_change,departure_change,arrival_delay_m,departure_delay_m,info,arrival_delay_check,departure_delay_check
-1588773075399748043-2407101553-14,RB10,Frankfurt(Main)Hbf|Frankfurt-Höchst|Mainz-Kastel|Wiesbaden Hbf|Wiesbaden-Biebrich|Wiesbaden-Schierstein|Niederwalluf|Eltville|Erbach(Rheingau)|Hattenheim|Oestrich-Winkel|Geisenheim|Rüdesheim(Rhein),8000635,5,Assmannshausen,Hessen,Rüdesheim am Rhein,65385,7.867355,49.985324,2024-07-10 17:10:00,2024-07-10 17:10:00,2024-07-10 17:10:00,2024-07-10 17:10:00,0,0,,on_time,on_time
-2397244485118556145-2407091055-1,EV,,8000299,2,Pforzheim Hbf,Baden-Württemberg,Pforzheim,75175,8.703099,48.894152,,2024-07-09 10:55:00,,2024-07-09 10:55:00,0,0,,on_time,on_time
-2763324349080138320-2407100633-15,1,Hamburg Airport|Hamburg-Ohlsdorf|Hamburg Rübenkamp|Hamburg Alte Wöhr|Hamburg-Barmbek|Hamburg Friedrichsberg|Hamburg Wandsbeker Chaussee|Hamburg Hasselbrook|Hamburg Landwehr|Hamburg Berliner Tor|Hamburg Hbf (S-Bahn)|Hamburg Jungfernstieg|Hamburg Stadthausbrücke|Hamburg Landungsbrücken,8006705,4,Reeperbahn,Hamburg,Hamburg,20359,9.957668,53.549668,2024-07-10 07:06:00,2024-07-10 07:07:00,2024-07-10 07:07:00,2024-07-10 07:08:00,1,1,,on_time,on_time
-2118129550114776182-2407080811-2,7,Potsdam Hbf (S),8080070,4,Babelsberg,Brandenburg,Potsdam,14482,13.092871,52.391391,2024-07-08 08:14:00,2024-07-08 08:14:00,2024-07-08 08:14:00,2024-07-08 08:14:00,0,0,,on_time,on_time
-2583298828398437833-2407120652-5,3,Berlin Charlottenburg (S)|Berlin Savignyplatz|Berlin Zoologischer Garten (S)|Berlin-Tiergarten,8089005,4,Bellevue,Berlin,Berlin,10557,13.348263,52.519955,2024-07-12 07:00:00,2024-07-12 07:00:00,2024-07-12 07:02:00,2024-07-12 07:03:00,2,3,,on_time,on_time
-4082157806860850030-2407120507-10,5,Wesel|Friedrichsfeld(Niederrhein)|Voerde(Niederrhein)|Dinslaken|Oberhausen-Holten|Oberhausen-Sterkrade|Oberhausen Hbf|Duisburg Hbf|Düsseldorf Flughafen,8000085,1,Düsseldorf Hbf,Nordrhein-Westfalen,Düsseldorf,40210,6.794319,51.219962,2024-07-12 05:56:00,2024-07-12 05:58:00,2024-07-12 05:56:00,2024-07-12 05:58:00,0,0,,on_time,on_time
2217815356718811581-2407131624-5,3,Erkner (S)|Berlin-Wilhelmshagen|Berlin-Rahnsdorf|Berlin-Friedrichshagen,8089065,5,Hirschgarten,Berlin,Berlin,12587,13.602134,52.457968,2024-07-13 16:37:00,2024-07-13 16:37:00,,,0,0,,on_time,on_time
4560046587881166035-2407100733-10,2,Niedernhausen(Taunus)|Niederjosbach|Eppstein-Bremthal|Eppstein|Lorsbach|Hofheim(Taunus)|Kriftel|Frankfurt-Zeilsheim|Frankfurt-Höchst Farbwerke,8000106,3,Frankfurt-Höchst,Hessen,Frankfurt am Main,65929,8.54237,50.102634,2024-07-10 07:58:00,2024-07-10 07:59:00,2024-07-10 07:58:00,2024-07-10 07:59:00,0,0,Information,on_time,on_time
-3068731011943789556-2407101012-13,70,Frankfurt(Main)Hbf|Frankfurt-Niederrad|Walldorf(Hess)|Mörfelden|Groß Gerau-Dornberg|Riedstadt-Goddelau|Stockstadt(Rhein)|Biebesheim|Gernsheim|Groß-Rohrheim|Biblis|Bürstadt,8003503,4,Lampertheim,Hessen,Lampertheim,68623,8.478489,49.598215,2024-07-10 11:06:00,2024-07-10 11:07:00,2024-07-10 11:22:00,2024-07-10 11:23:00,16,16,Information,delay,delay
-1459044685595923916-2407101252-8,5,Stuttgart Schwabstr.|Stuttgart Feuersee|Stuttgart Stadtmitte|Stuttgart Hbf (tief)|Stuttgart Nord|Stuttgart-Feuerbach|Stuttgart-Zuffenhausen,8003411,3,Kornwestheim Pbf,Baden-Württemberg,Kornwestheim,70806,9.179964,48.862219,2024-07-10 13:10:00,2024-07-10 13:10:00,2024-07-10 13:10:00,2024-07-10 13:10:00,0,0,Information,on_time,on_time
-3301018149004817737-2407131934-6,61,Hengelo|Oldenzaal|Bad Bentheim|Schüttorf|Salzbergen,8000316,2,Rheine,Nordrhein-Westfalen,Rheine,48431,7.434255,52.276299,2024-07-13 20:11:00,2024-07-13 20:14:00,2024-07-13 20:11:00,2024-07-13 20:14:00,0,0,Störung. (Quelle: zuginfo.nrw),on_time,on_time
5617279998512732524-2407081008-1,5,,8002108,4,Friedrichsdorf (Taunus),Hessen,Friedrichsdorf (Taunus),61381,8.644776,50.25249,,2024-07-08 10:08:00,,2024-07-08 10:08:00,0,0,,on_time,on_time
346739247120398359-2407101202-1,50,,8010077,3,Dessau Hbf,Sachsen-Anhalt,Dessau-Roßlau,6844,12.234945,51.839865,,2024-07-10 12:02:00,,2024-07-10 12:03:00,0,1,,on_time,on_time
-990567755696141563-2407091509-2,RB58,München Hbf Gl.27-36,8004128,3,München Donnersbergerbrücke,Bayern,München,80634,11.536537,48.142623,2024-07-09 15:11:00,2024-07-09 15:12:00,2024-07-09 15:11:00,2024-07-09 15:12:00,0,0,,on_time,on_time
-8108259286081711061-2407121744-24,1,Berlin-Wannsee (S)|Berlin-Nikolassee|Berlin-Schlachtensee|Berlin Mexikoplatz|Berlin-Zehlendorf|Berlin Sundgauer Str|Berlin-Lichterfelde West|Berlin Botanischer Garten|Berlin Rathaus Steglitz|Berlin Feuerbachstr.|Berlin-Friedenau|Berlin-Schöneberg|Berlin Julius-Leber-Brücke|Berlin Yorckstr.(S1)|Berlin Anhalter Bf|Berlin Potsdamer Platz (S)|Berlin Brandenburger Tor|Berlin Friedrichstraße (S)|Berlin Oranienburger Straße|Berlin Nordbahnhof|Berlin Humboldthain|Berlin Gesundbrunnen(S)|Berlin Bornholmer Str.,8089048,4,Wollankstraße,Berlin,Berlin,13359,13.391791,52.565482,2024-07-12 18:33:00,2024-07-12 18:33:00,2024-07-12 18:33:00,2024-07-12 18:33:00,0,0,Störung,on_time,on_time
-4056148757418496437-2407141544-6,8,Flughafen BER|Berlin Ostkreuz|Berlin Ostbahnhof|Berlin Alexanderplatz|Berlin Friedrichstraße,8011160,1,Berlin Hauptbahnhof,Berlin,Berlin,10557,13.369545,52.525592,2024-07-14 16:18:00,2024-07-14 16:20:00,2024-07-14 16:20:00,2024-07-14 16:22:00,2,2,,on_time,on_time
3281954179812974151-2407121545-3,3,Stuttgart-Vaihingen|Stuttgart-Österfeld,8006513,4,Stuttgart Universität,Baden-Württemberg,Stuttgart,70569,9.105398,48.745837,2024-07-12 15:49:00,2024-07-12 15:49:00,,,0,0,Information,on_time,on_time
-7589767810825149904-2407111503-1,2,,8004400,4,Niedernhausen (Taunus),Hessen,Niedernhausen,65527,8.312879,50.159697,,2024-07-11 15:03:00,,2024-07-11 15:03:00,0,0,Information,on_time,on_time
-7567588656670136343-2407121948-25,41,Berlin Beusselstraße|Berlin Westhafen|Berlin-Wedding|Berlin Gesundbrunnen(S)|Berlin Schönhauser Allee|Berlin Prenzlauer Allee|Berlin Greifswalder Str|Berlin Landsberger Allee|Berlin Storkower Str|Berlin Frankfurter Allee|Berlin Ostkreuz (S)|Berlin Treptower Park|Berlin Sonnenallee|Berlin-Neukölln|Berlin Hermannstraße|Berlin-Tempelhof|Berlin Südkreuz (S)|Berlin-Schöneberg|Berlin Innsbrucker Platz|Berlin Bundesplatz|Berlin Heidelberger Platz|Berlin Hohenzollerndamm|Berlin-Halensee|Berlin Westkreuz,8089110,4,Messe Nord / ICC (Witzleben),Berlin,Berlin,14057,13.283445,52.507525,2024-07-12 20:40:00,2024-07-12 20:40:00,2024-07-12 20:40:00,2024-07-12 20:40:00,0,0,,on_time,on_time
7716594812186754331-2407132233-4,RB58,Rüsselsheim Opelwerk|Rüsselsheim|Frankfurt(M) Flughafen Fernbf,8002040,3,Frankfurt am Main Stadion,Hessen,Frankfurt am Main,60528,8.633247,50.068228,2024-07-13 22:52:00,2024-07-13 22:53:00,,,0,0,,on_time,on_time
2094763709771061878-2407121155-3,C15,Chemnitz Hbf|Chemnitz-Hilbersdorf,8010253,5,Niederwiesa,Sachsen,Niederwiesa,9577,13.022852,50.862616,2024-07-12 12:04:00,2024-07-12 12:05:00,2024-07-12 12:04:00,2024-07-12 12:05:00,0,0,,on_time,on_time
-9080121439922118823-2407111830-5,5,Bad Homburg|Oberursel(Taunus)|Oberursel-Stierstadt|Oberursel-Weißkirchen/Steinbach,8002052,3,Frankfurt-Rödelheim,Hessen,Frankfurt am Main,60489,8.607026,50.124615,2024-07-11 18:42:00,2024-07-11 18:42:00,2024-07-11 18:42:00,2024-07-11 18:42:00,0,0,,on_time,on_time
-4618484967128539329-2407090903-23,2,Niedernhausen(Taunus)|Niederjosbach|Eppstein-Bremthal|Eppstein|Lorsbach|Hofheim(Taunus)|Kriftel|Frankfurt-Zeilsheim|Frankfurt-Höchst Farbwerke|Frankfurt-Höchst|Frankfurt-Nied|Frankfurt-Griesheim|Frankfurt Hbf (tief)|Frankfurt(M)Taunusanlage|Frankfurt(M)Hauptwache|Frankfurt(M)Konstablerwache|Frankfurt(M)Ostendstraße|Frankfurt(M)Mühlberg|Offenbach(Main) Kaiserlei|Offenbach(Main) Ledermuseum|Offenbach(Main) Marktplatz|Offenbach(Main)Ost,8004647,5,Offenbach-Bieber,Hessen,Offenbach (Main),63073,8.808367,50.090547,2024-07-09 10:00:00,2024-07-09 10:01:00,2024-07-09 10:17:00,2024-07-09 10:18:00,17,17,,delay,delay
-7032752883441884847-2407101241-10,46,Königs Wusterhausen|Wildau|Zeuthen|Eichwalde|Berlin-Grünau|Berlin-Adlershof|Berlin-Johannisthal|Berlin-Schöneweide (S)|Berlin Baumschulenweg,8089104,5,Köllnische Heide,Berlin,Berlin,12057,13.467807,52.469653,2024-07-10 13:10:00,2024-07-10 13:12:00,2024-07-10 13:10:00,2024-07-10 13:12:00,0,0,,on_time,on_time
7217685362129263153-2407081826-9,1,Frankfurt(Oder)|Frankfurt(Oder)-Rosengarten|Pillgram|Jacobsdorf(Mark)|Briesen(Mark)|Berkenbrück|Fürstenwalde(Spree)|Fangschleuse,8013477,3,Erkner,Brandenburg,Erkner,15537,13.7522435,52.4275606,2024-07-08 19:09:00,2024-07-08 19:10:00,2024-07-08 19:09:00,2024-07-08 19:10:00,0,0,,on_time,on_time
-2027848891889738732-2407100501-8,30,Neuhaus(Pegnitz)|Velden(b Hersbruck)|Rupprechtstegen|Vorra(Pegnitz)|Hohenstadt(Mittelfr)|Hersbruck(r Pegnitz)|Reichenschwand,8004310,5,Neunkirchen a Sand,Bayern,Neunkirchen a Sand,91233,11.32205,49.520405,2024-07-10 05:28:00,2024-07-10 05:28:00,2024-07-10 05:28:00,2024-07-10 05:29:00,0,1,,on_time,on_time
-8768461227318294476-2407130504-21,3,Mammendorf|Malching(Oberbay)|Maisach|Gernlinden|Esting|Olching|Gröbenzell|München-Lochhausen|München-Langwied|München-Pasing|München-Laim|München Hirschgarten|München Donnersbergerbrücke|München Hackerbrücke|München Hbf (tief)|München Karlsplatz|München Marienplatz|München Isartor|München Rosenheimer Platz|München Ost,8004138,5,München St Martin Straße,Bayern,München,81541,11.595785,48.118543,2024-07-13 05:53:00,2024-07-13 05:54:00,2024-07-13 05:55:00,2024-07-13 05:56:00,2,2,Bauarbeiten,on_time,on_time
998789781966715998-2407121958-20,1,Berlin-Frohnau|Berlin-Hermsdorf|Berlin-Waidmannslust|Berlin-Wittenau (Wilhelmsruher Damm)|Berlin-Wilhelmsruh|Berlin-Schönholz|Berlin Wollankstraße|Berlin Bornholmer Str.|Berlin Gesundbrunnen(S)|Berlin Humboldthain|Berlin Nordbahnhof|Berlin Oranienburger Straße|Berlin Friedrichstraße (S)|Berlin Brandenburger Tor|Berlin Potsdamer Platz (S)|Berlin Anhalter Bf|Berlin Yorckstr.(S1)|Berlin Julius-Leber-Brücke|Berlin-Schöneberg,8089058,4,Friedenau,Berlin,Berlin,12159,13.341388,52.470586,2024-07-12 20:40:00,2024-07-12 20:40:00,2024-07-12 20:40:00,2024-07-12 20:40:00,0,0,,on_time,on_time
6248023002856660250-2407121554-8,28,Pößneck unt Bf|Langenorla Ost|Langenorla West|Freienorla|Orlamünde|Kahla(Thür)|Rothenstein(Saale),8010133,3,Jena-Göschwitz,Thüringen,Jena,7745,11.593537,50.883942,2024-07-12 16:27:00,2024-07-12 16:28:00,2024-07-12 16:27:00,2024-07-12 16:28:00,0,0,,on_time,on_time
4129986010683108750-2407142154-13,3,Backnang|Maubach|Nellmersbach|Winnenden|Schwaikheim|Neustadt-Hohenacker|Waiblingen|Fellbach|Stuttgart-Sommerrain|Stuttgart Nürnberger Str.|Stuttgart-Bad Cannstatt|Stuttgart Hbf (tief),8006700,3,Stuttgart Stadtmitte,Baden-Württemberg,Stuttgart,70173,9.172925,48.776229,2024-07-14 22:47:00,2024-07-14 22:47:00,2024-07-14 22:48:00,2024-07-14 22:48:00,1,1,Bauarbeiten,on_time,on_time
-4185105453215281971-2407130733-5,9,Bottrop Hbf|Essen-Dellwig Ost|Essen-Gerschede|Essen-Borbeck,8005031,5,Essen-Borbeck Süd,Nordrhein-Westfalen,Essen,45143,6.953922,51.461673,2024-07-13 07:42:00,2024-07-13 07:43:00,2024-07-13 07:42:00,2024-07-13 07:43:00,0,0,Bauarbeiten. (Quelle: zuginfo.nrw),on_time,on_time
6013812335865754676-2407140651-24,7,Ahrensfelde (S)|Berlin Mehrower Allee|Berlin Raoul-Wallenberg-Str.|Berlin-Marzahn|Berlin Poelchaustr.|Berlin Springpfuhl|Berlin-Friedrichsfelde Ost|Berlin-Lichtenberg (S)|Berlin Nöldnerplatz|Berlin Ostkreuz (S)|Berlin Warschauer Straße|Berlin Ostbahnhof (S)|Berlin Jannowitzbrücke|Berlin Alexanderplatz (S)|Berlin Hackescher Markt|Berlin Friedrichstraße (S)|Berlin Hbf (S-Bahn)|Berlin Bellevue|Berlin-Tiergarten|Berlin Zoologischer Garten (S)|Berlin Savignyplatz|Berlin Charlottenburg (S)|Berlin Westkreuz,8089062,4,Berlin-Grunewald,Berlin,Berlin,14193,13.26172,52.488693,2024-07-14 07:42:00,2024-07-14 07:43:00,2024-07-14 07:42:00,2024-07-14 07:43:00,0,0,,on_time,on_time
5156064163403924944-2407090416-3,3,Stralsund Hbf|Miltzow,8010139,4,Greifswald,Mecklenburg-Vorpommern,Greifswald,17489,13.370262,54.092923,2024-07-09 04:38:00,2024-07-09 04:39:00,2024-07-09 04:38:00,2024-07-09 04:39:00,0,0,Information,on_time,on_time
-1412283115817576609-2407082245-1,RS7,,8000170,2,Ulm Hbf,Baden-Württemberg,Ulm,89073,9.982227,48.399437,,2024-07-08 22:45:00,,,0,0,,on_time,on_time
-7188801231475264688-2407111836-4,5,Stade|Agathenburg|Dollern,8003002,5,Horneburg,Niedersachsen,Horneburg,21640,9.57655,53.508677,2024-07-11 18:48:00,2024-07-11 18:48:00,,,0,0,,on_time,on_time
-6077089449009257656-2407121641-4,7,Ahrensfelde (S)|Berlin Mehrower Allee|Berlin Raoul-Wallenberg-Str.,8089075,4,Berlin-Marzahn,Berlin,Berlin,12681,13.541341,52.543608,2024-07-12 16:46:00,2024-07-12 16:47:00,,,0,0,Störung,on_time,on_time
-8820905103024486085-2407140241-4,1,Oranienburg|Lehnitz|Borgsdorf,8080190,4,Birkenwerder (b Berlin),Brandenburg,Birkenwerder,16547,13.288772,52.688249,2024-07-14 02:50:00,2024-07-14 02:50:00,,,0,0,,on_time,on_time
-1355093001487347317-2407102228-30,1,Rödermark-Ober Roden|Rodgau-Rollwald|Rodgau-Nieder Roden|Rodgau-Dudenhofen|Rodgau-Jügesheim|Rodgau-Hainhausen|Rodgau-Weiskirchen|Obertshausen(Kr Of)|Offenbach-Waldhof|Offenbach-Bieber|Offenbach(Main)Ost|Offenbach(Main) Marktplatz|Offenbach(Main) Ledermuseum|Offenbach(Main) Kaiserlei|Frankfurt(M)Mühlberg|Frankfurt(M)Ostendstraße|Frankfurt(M)Konstablerwache|Frankfurt(M)Hauptwache|Frankfurt(M)Taunusanlage|Frankfurt Hbf (tief)|Frankfurt-Griesheim|Frankfurt-Nied|Frankfurt-Höchst|Frankfurt-Höchst Farbwerke|Frankfurt-Sindlingen|Hattersheim(Main)|Eddersheim|Flörsheim(Main)|Hochheim(Main),8000615,4,Mainz-Kastel,Hessen,Wiesbaden,55252,8.283174,50.00658,2024-07-10 23:44:00,2024-07-10 23:45:00,2024-07-10 23:45:00,2024-07-10 23:45:00,1,0,,on_time,on_time
2586692672571966279-2407131314-3,4,Geltendorf|Türkenfeld,8002351,5,Grafrath,Bayern,Grafrath,82284,11.153259,48.132096,2024-07-13 13:22:00,2024-07-13 13:22:00,2024-07-13 13:22:00,2024-07-13 13:22:00,0,0,,on_time,on_time
-7003931357074639826-2407091227-5,6,Stuttgart Schwabstr.|Stuttgart Feuersee|Stuttgart Stadtmitte|Stuttgart Hbf (tief),8005767,5,Stuttgart Nord,Baden-Württemberg,Stuttgard-Nord,70174,9.188026,48.803769,2024-07-09 12:36:00,2024-07-09 12:36:00,2024-07-09 12:36:00,2024-07-09 12:37:00,0,1,,on_time,on_time
-7401794933303111588-2407131103-19,2,Niedernhausen(Taunus)|Niederjosbach|Eppstein-Bremthal|Eppstein|Lorsbach|Hofheim(Taunus)|Kriftel|Frankfurt-Zeilsheim|Frankfurt-Höchst Farbwerke|Frankfurt-Höchst|Frankfurt-Nied|Frankfurt-Griesheim|Frankfurt Hbf (tief)|Frankfurt(M)Taunusanlage|Frankfurt(M)Hauptwache|Frankfurt(M)Konstablerwache|Frankfurt(M)Ostendstraße|Frankfurt(M)Mühlberg,8070092,4,Offenbach-Kaiserlei,Hessen,Offenbach (Main),63065,8.738377,50.105332,2024-07-13 11:51:00,2024-07-13 11:51:00,2024-07-13 11:51:00,2024-07-13 11:51:00,0,0,Information,on_time,on_time
-1751577202520089081-2407130808-6,24,Eberswalde Hbf|Melchow|Biesenthal|Rüdnitz|Bernau(b Berlin),8011901,3,Berlin-Hohenschönhausen,Berlin,Berlin,13051,13.5124218,52.5660016,2024-07-13 08:39:00,2024-07-13 08:39:00,2024-07-13 08:39:00,2024-07-13 08:39:00,0,0,,on_time,on_time
6480603265100209613-2407081607-7,11,Hamm(Westf)Hbf|Soest|Lippstadt|Paderborn Hbf|Altenbeken|Willebadessen,8000196,4,Warburg (Westf),Nordrhein-Westfalen,Warburg ,34414,9.163845,51.492953,2024-07-08 17:23:00,2024-07-08 17:24:00,2024-07-08 17:24:00,2024-07-08 17:25:00,1,1,,on_time,on_time
-4289730199050154121-2407091924-7,RE2,Dresden Hbf|Dresden Mitte|Dresden-Neustadt|Dresden-Klotzsche|Radeberg|Arnsdorf(Dresden),8010049,5,Bischofswerda,Sachsen,Bischofswerda,1877,14.186144,51.125585,2024-07-09 20:02:00,2024-07-09 20:04:00,2024-07-09 20:04:00,2024-07-09 20:06:00,2,2,,on_time,on_time
-276896031776243712-2407112351-8,RE5,München Hbf Gl.5-10|München Ost|Grafing Bahnhof|Aßling(Oberbay)|Ostermünchen|Großkarolinenfeld|Rosenheim,8001787,4,Bad Endorf (Oberbay),Bayern,Bad Endorf ,83093,12.301558,47.905066,2024-07-12 00:48:00,2024-07-12 00:49:00,2024-07-12 00:49:00,2024-07-12 00:50:00,1,1,,on_time,on_time
8762829109502385363-2407100837-9,19,Blankenberg(Sieg)|Hennef im Siegbogen|Hennef(Sieg)|Siegburg/Bonn|Troisdorf|Spich|Porz-Wahn|Köln/Bonn Flughafen,8003358,4,Köln Frankfurter Straße,Nordrhein-Westfalen,Köln,51149,7.051262,50.915219,2024-07-10 09:08:00,2024-07-10 09:09:00,2024-07-10 09:08:00,2024-07-10 09:09:00,0,0,,on_time,on_time
8056951850572590006-2407082236-8,5,Berlin Südkreuz|Berlin Potsdamer Platz|Berlin Hbf|Berlin Gesundbrunnen|Oranienburg|Gransee|Dannenwalde(Gransee),8010399,5,Fürstenberg (Havel),Brandenburg,Fürstenberg Havel,16798,13.139273,53.186784,2024-07-08 23:46:00,2024-07-08 23:47:00,2024-07-08 23:46:00,2024-07-08 23:47:00,0,0,Information,on_time,on_time
-3459325902692784002-2407141828-7,41,Marksuhl|Ettenhausen|Oberrohn|Bad Salzungen|Immelborn|Breitungen(Werra),8010375,5,Wernshausen,Thüringen,Wernshausen,98590,10.353606,50.72124,2024-07-14 18:56:00,2024-07-14 18:58:00,2024-07-14 18:56:00,2024-07-14 18:58:00,0,0,,on_time,on_time
-3341117925818028704-2407122005-13,RE5,Salzburg Hbf|Freilassing|Teisendorf|Traunstein|Bergen(Oberbay)|Übersee|Bernau a Chiemsee|Prien am Chiemsee|Bad Endorf|Rosenheim|Großkarolinenfeld|Ostermünchen,8000634,5,Aßling (Oberbay),Bayern,Aßling ,85617,11.993518,47.989491,2024-07-12 21:48:00,2024-07-12 21:49:00,2024-07-12 21:48:00,2024-07-12 21:49:00,0,0,,on_time,on_time
822425459096368829-2407081035-1,3,,8000068,2,Darmstadt Hbf,Hessen,Darmstadt,64293,8.629636,49.872503,,2024-07-08 10:35:00,,,0,0,,on_time,on_time
-5870675996437562695-2407132034-21,6,Starnberg|Starnberg Nord|Gauting|Stockdorf|Planegg|Gräfelfing|Lochham|München-Westkreuz|München-Pasing|München-Laim|München Hirschgarten|München Donnersbergerbrücke|München Hackerbrücke|München Hbf (tief)|München Karlsplatz|München Marienplatz|München Isartor|München Rosenheimer Platz|München Ost|München Leuchtenbergring,8004142,4,München-Berg am Laim,Bayern,München,81673,11.633295,48.134001,2024-07-13 21:19:00,2024-07-13 21:20:00,2024-07-13 21:22:00,2024-07-13 21:22:00,3,2,Bauarbeiten,on_time,on_time
-8826338910957847961-2407091359-1,RB17,,8003076,3,Ingolstadt Nord,Bayern,Ingolstadt,85049,11.4322495,48.7736902,,2024-07-09 13:59:00,,2024-07-09 13:59:00,0,0,,on_time,on_time
-6732366417477160920-2407081316-29,8,Hagen Hbf|Hagen-Wehringhausen|Hagen-Heubing|Hagen-Westerbauer|Gevelsberg-Knapp|Gevelsberg Hbf|Gevelsberg-Kipp|Gevelsberg West|Schwelm|Schwelm West|Wuppertal-Langerfeld|Wuppertal-Oberbarmen|Wuppertal-Barmen|Wuppertal-Unterbarmen|Wuppertal Hbf|Wuppertal-Steinbeck|Wuppertal-Zoologischer Garten|Wuppertal-Sonnborn|Wuppertal-Vohwinkel|Haan-Gruiten|Hochdahl-Millrath|Hochdahl|Erkrath|Düsseldorf-Gerresheim|Düsseldorf-Flingern|Düsseldorf Hbf|Düsseldorf Friedrichstadt|Düsseldorf-Bilk,8001603,5,Düsseldorf Völklinger Straße,Nordrhein-Westfalen,Düsseldorf,40219,6.760431,51.210208,2024-07-08 14:37:00,2024-07-08 14:38:00,2024-07-08 14:38:00,2024-07-08 14:39:00,1,1,Störung. (Quelle: zuginfo.nrw),on_time,on_time
7680648894774471608-2407080533-4,1,Solingen Hbf|Solingen Vogelpark|Hilden Süd,8000388,4,Hilden,Nordrhein-Westfalen,Hilden ,40724,6.922006,51.16702,2024-07-08 05:41:00,2024-07-08 05:42:00,2024-07-08 05:41:00,2024-07-08 05:43:00,0,1,Information. (Quelle: zuginfo.nrw),on_time,on_time
4338452714218350619-2407141606-7,23,Euskirchen|Euskirchen-Kuchenheim|Swisttal-Odendorf|Rheinbach|Rheinbach Römerkanal|Meckenheim(Bz Köln),8003937,5,Meckenheim Industriepark,Nordrhein-Westfalen,Meckenheim,53340,7.02718377,50.6436506,2024-07-14 16:29:00,2024-07-14 16:29:00,2024-07-14 16:29:00,2024-07-14 16:30:00,0,1,,on_time,on_time
8501785964872033349-2407100934-20,4,Langen(Hess)|Langen-Flugsicherung|Dreieich-Buchschlag|Neu-Isenburg|Frankfurt-Louisa|Frankfurt(M)Stresemannallee|Frankfurt(Main)Süd|Frankfurt(M)Lokalbahnhof|Frankfurt(M)Ostendstraße|Frankfurt(M)Konstablerwache|Frankfurt(M)Hauptwache|Frankfurt(M)Taunusanlage|Frankfurt Hbf (tief)|Frankfurt(M)Galluswarte|Frankfurt(Main)Messe|Frankfurt(Main)West|Frankfurt-Rödelheim|Eschborn Süd|Eschborn,8004380,5,Niederhöchstadt,Hessen,Eschborn,65760,8.547237,50.154198,2024-07-10 10:15:00,2024-07-10 10:16:00,2024-07-10 10:18:00,2024-07-10 10:19:00,3,3,,on_time,on_time
6422290152240479317-2407142247-10,1,Hamburg-Blankenese|Hamburg Hochkamp|Hamburg Klein Flottbek|Hamburg-Othmarschen|Hamburg-Bahrenfeld|Hamburg-Ottensen|Hamburg-Altona(S)|Hamburg Königstraße|Hamburg Reeperbahn,8003518,4,Landungsbrücken,Hamburg,Hamburg,20459,9.971281,53.546132,2024-07-14 23:06:00,2024-07-14 23:07:00,2024-07-14 23:08:00,2024-07-14 23:09:00,2,2,,on_time,on_time
-1768503558404327254-2407120644-25,6,Tutzing|Feldafing|Possenhofen|Starnberg|Starnberg Nord|Gauting|Stockdorf|Planegg|Gräfelfing|Lochham|München-Westkreuz|München-Pasing|München-Laim|München Hirschgarten|München Donnersbergerbrücke|München Hackerbrücke|München Hbf (tief)|München Karlsplatz|München Marienplatz|München Isartor|München Rosenheimer Platz|München Ost|München Leuchtenbergring|München-Berg am Laim,8004162,4,München-Trudering,Bayern,München,81825,11.663375,48.126066,2024-07-12 07:43:00,2024-07-12 07:44:00,2024-07-12 07:45:00,2024-07-12 07:45:00,2,1,,on_time,on_time
6863299354611360819-2407080653-16,1,Wedel(Holst)|Hamburg-Rissen|Hamburg-Sülldorf|Hamburg-Iserbrook|Hamburg-Blankenese|Hamburg Hochkamp|Hamburg Klein Flottbek|Hamburg-Othmarschen|Hamburg-Bahrenfeld|Hamburg-Ottensen|Hamburg-Altona(S)|Hamburg Königstraße|Hamburg Reeperbahn|Hamburg Landungsbrücken|Hamburg Stadthausbrücke,8003137,4,Jungfernstieg,Hamburg,Hamburg,20095,9.993883,53.552194,2024-07-08 07:30:00,2024-07-08 07:31:00,2024-07-08 07:30:00,2024-07-08 07:31:00,0,0,,on_time,on_time
-999523055084370111-2407081849-8,26,Köln Messe/Deutz|Köln Hbf|Köln West|Köln Süd|Hürth-Kalscheuren|Brühl|Sechtem,8005152,5,Roisdorf,Nordrhein-Westfalen,Bornheim,53332,7.01614,50.753181,2024-07-08 19:19:00,2024-07-08 19:20:00,2024-07-08 19:20:00,2024-07-08 19:21:00,1,1,Bauarbeiten. (Quelle: zuginfo.nrw),on_time,on_time
6452283056131474620-2407090738-27,16,Nürnberg Hbf|Schwabach|Roth|Unterheckenhofen|Georgensgmünd|Mühlstetten|Pleinfeld|Ellingen(Bay)|Weißenburg(Bay)|Treuchtlingen|Pappenheim|Solnhofen|Dollnstein|Eichstätt Bahnhof|Adelschlag|Tauberfeld|Eitensheim|Gaimersheim|Ingolstadt Audi|Ingolstadt Nord|Ingolstadt Hbf|Baar-Ebenhausen|Rohrbach(Ilm)|Pfaffenhofen(Ilm)|Reichertshausen(Ilm)|Paindorf,8004775,3,Petershausen (Oberbay),Bayern,Petershausen (Oberbay),85238,11.469881,48.41345,2024-07-09 10:18:00,2024-07-09 10:19:00,2024-07-09 10:20:00,2024-07-09 10:21:00,2,2,,on_time,on_time
