ID,line,path,eva_nr,category,station,state,city,zip,long,lat,arrival_plan,departure_plan,arrival_change,departure_change,arrival_delay_m,departure_delay_m,info,arrival_delay_check,departure_delay_check
1846221551217890919-2407102006-11,2,Aumühle|Wohltorf|Reinbek|Hamburg-Bergedorf|Hamburg-Nettelnburg|Hamburg-Allermöhe|Hamburg Mittlerer Landweg|Hamburg Billwerder-Moorfleet|Hamburg-Tiefstack|Hamburg-Rothenburgsort,8000908,3,Berliner Tor,Hamburg,Hamburg,20099,10.02463,53.55287,2024-07-10 20:34:00,2024-07-10 20:35:00,,,0,0,,on_time,on_time
-7250951253539911335-2407141118-1,2,,8005424,3,Schorndorf,Baden-Württemberg,Schorndorf,73614,9.52631,48.80715,,2024-07-14 11:18:00,,2024-07-14 11:18:00,0,0,Information,on_time,on_time
1959666943967644709-2407122159-5,34,Dortmund Hbf|Witten Hbf|Letmathe|Altena(Westf),8006339,5,Werdohl,Nordrhein-Westfalen,Werdohl,58791,7.757544,51.259485,2024-07-12 22:52:00,2024-07-12 22:52:00,2024-07-12 22:55:00,2024-07-12 22:55:00,3,3,,on_time,on_time
7351530836130825482-2407080433-17,2,Niedernhausen(Taunus)|Niederjosbach|Eppstein-Bremthal|Eppstein|Lorsbach|Hofheim(Taunus)|Kriftel|Frankfurt-Zeilsheim|Frankfurt-Höchst Farbwerke|Frankfurt-Höchst|Frankfurt-Nied|Frankfurt-Griesheim|Frankfurt Hbf (tief)|Frankfurt(M)Taunusanlage|Frankfurt(M)Hauptwache|Frankfurt(M)Konstablerwache,8002058,3,Frankfurt (Main) Ostendstraße,Hessen,Frankfurt am Main,60314,8.696987,50.112562,2024-07-08 05:16:00,2024-07-08 05:16:00,2024-07-08 05:16:00,2024-07-08 05:16:00,0,0,Information,on_time,on_time
4997702765753964129-2407141421-3,4,München-Trudering|München-Berg am Laim,8004134,4,München Leuchtenbergring,Bayern,München,81677,11.615986,48.13425,2024-07-14 14:27:00,2024-07-14 14:27:00,2024-07-14 14:27:00,2024-07-14 14:28:00,0,1,,on_time,on_time
4236289435269760247-2407142328-8,1,Hannover Hbf|Hannover-Nordstadt|Hannover-Leinhausen|Letter|Seelze|Dedensen-Gümmer|Wunstorf,8002634,4,Haste (Han),Niedersachsen,Haste,31559,9.389097,52.379656,2024-07-14 23:52:00,2024-07-15 00:06:00,2024-07-14 23:53:00,2024-07-15 00:06:00,1,0,,on_time,on_time
-3024514573937466131-2407132047-1,17c,,8000096,1,Stuttgart Hbf,Baden-Württemberg,Stuttgart,70173,9.181635,48.784084,,2024-07-13 20:47:00,,2024-07-13 20:47:00,0,0,,on_time,on_time
-5921742979997781539-2407090808-10,3,Frankfurt(Main)Hbf|Frankfurt-Niederrad|Frankfurt(M) Flughafen Regionalbf|Rüsselsheim|Mainz-Bischofsheim|Mainz Römisches Theater|Mainz Hbf|Ingelheim|Bad Kreuznach,8000726,4,Bad Münster am Stein,Rheinland-Pfalz,Bad Münster am Stein,55583,7.846989,49.813426,2024-07-09 09:26:00,2024-07-09 09:27:00,2024-07-09 09:26:00,2024-07-09 09:27:00,0,0,,on_time,on_time
4384390371839145436-2407131848-5,2,Dresden Flughafen|Dresden Grenzstraße|Dresden-Klotzsche|Dresden Industriegelände,8010089,2,Dresden-Neustadt,Sachsen,Dresden,1097,13.740701,51.065899,2024-07-13 19:00:00,2024-07-13 19:01:00,2024-07-13 19:01:00,2024-07-13 19:02:00,1,1,,on_time,on_time
1700275294058871327-2407111505-2,RE98,Kassel Hbf,8003200,2,Kassel-Wilhelmshöhe,Hessen,Kassel,34131,9.44711566,51.3125585,2024-07-11 15:09:00,2024-07-11 15:10:00,2024-07-11 15:09:00,2024-07-11 15:10:00,0,0,,on_time,on_time
4863702265343887721-2407101411-19,1,München Flughafen Terminal|München Flughafen Besucherpark|Neufahrn(b Freising)|Eching|Lohhof|Unterschleißheim|Oberschleißheim|München-Feldmoching|München-Fasanerie|München-Moosach|München-Laim|München Hirschgarten|München Donnersbergerbrücke|München Hackerbrücke|München Hbf (tief)|München Karlsplatz|München Marienplatz|München Isartor,8004136,3,München Rosenheimer Platz,Bayern,München,81669,11.593049,48.129168,2024-07-10 15:02:00,2024-07-10 15:02:00,2024-07-10 15:07:00,2024-07-10 15:07:00,5,5,,on_time,on_time
-4625998139013990883-2407081659-3,RE14,Essen Hbf|Essen West,8001902,5,Essen-Borbeck,Nordrhein-Westfalen,Essen,45355,6.948461,51.473103,2024-07-08 17:06:00,2024-07-08 17:07:00,2024-07-08 17:08:00,2024-07-08 17:09:00,2,2,,on_time,on_time
233878072408017084-2407092141-21,7,Ahrensfelde (S)|Berlin Mehrower Allee|Berlin Raoul-Wallenberg-Str.|Berlin-Marzahn|Berlin Poelchaustr.|Berlin Springpfuhl|Berlin-Friedrichsfelde Ost|Berlin-Lichtenberg (S)|Berlin Nöldnerplatz|Berlin Ostkreuz (S)|Berlin Warschauer Straße|Berlin Ostbahnhof (S)|Berlin Jannowitzbrücke|Berlin Alexanderplatz (S)|Berlin Hackescher Markt|Berlin Friedrichstraße (S)|Berlin Hbf (S-Bahn)|Berlin Bellevue|Berlin-Tiergarten|Berlin Zoologischer Garten (S),8089037,4,Savignyplatz,Berlin,Berlin,10623,13.319271,52.505093,2024-07-09 22:25:00,2024-07-09 22:25:00,2024-07-09 22:28:00,2024-07-09 22:29:00,3,4,,on_time,on_time
52555483616296575-2407142144-8,8,München Flughafen Terminal|München Flughafen Besucherpark|Hallbergmoos|Ismaning|Unterföhring|München-Johanneskirchen|München-Englschalking,8004143,5,München-Daglfing,Bayern,München,81929,11.64933,48.149622,2024-07-14 22:08:00,2024-07-14 22:09:00,2024-07-14 22:10:00,2024-07-14 22:10:00,2,1,,on_time,on_time
-568011126037798616-2407141241-19,7,Potsdam Hbf (S)|Potsdam-Babelsberg|Potsdam Griebnitzsee (S)|Berlin-Wannsee (S)|Berlin-Nikolassee|Berlin-Grunewald|Berlin Westkreuz|Berlin Charlottenburg (S)|Berlin Savignyplatz|Berlin Zoologischer Garten (S)|Berlin-Tiergarten|Berlin Bellevue|Berlin Hbf (S-Bahn)|Berlin Friedrichstraße (S)|Berlin Hackescher Markt|Berlin Alexanderplatz (S)|Berlin Jannowitzbrücke|Berlin Ostbahnhof (S),8089045,4,Warschauer Straße,Berlin,Berlin,10243,13.451646,52.505976,2024-07-14 13:31:00,2024-07-14 13:32:00,2024-07-14 13:31:00,2024-07-14 13:32:00,0,0,,on_time,on_time
1287744174963220834-2407100854-14,8,Wildau|Zeuthen|Eichwalde|Berlin-Grünau|Berlin-Adlershof|Berlin-Johannisthal|Berlin-Schöneweide (S)|Berlin Baumschulenweg|Berlin Plänterwald|Berlin Treptower Park|Berlin Ostkreuz (S)|Berlin Frankfurter Allee|Berlin Storkower Str,8089020,4,Landsberger Allee,Berlin,Berlin,10407,13.454567,52.529593,2024-07-10 09:34:00,2024-07-10 09:35:00,2024-07-10 09:34:00,2024-07-10 09:35:00,0,0,,on_time,on_time
-995933875089874422-2407090905-4,S2,Freiburg(Breisgau) Hbf|Freiburg-Herdern|Freiburg-Zähringen,8001415,4,Denzlingen,Baden-Württemberg,Denzlingen,79211,7.881434,48.068625,2024-07-09 09:13:00,2024-07-09 09:14:00,2024-07-09 09:13:00,2024-07-09 09:14:00,0,0,,on_time,on_time
-4909772396699886147-2407080422-20,6,Ebersberg(Oberbay)|Grafing Stadt|Grafing Bahnhof|Kirchseeon|Eglharting|Zorneding|Baldham|Vaterstetten|Haar|Gronsdorf|München-Trudering|München-Berg am Laim|München Leuchtenbergring|München Ost|München Rosenheimer Platz|München Isartor|München Marienplatz|München Karlsplatz|München Hbf (tief),8004129,3,München-Hackerbrücke,Bayern,München,80335,11.548572,48.141969,2024-07-08 05:11:00,2024-07-08 05:11:00,2024-07-08 05:13:00,2024-07-08 05:14:00,2,3,Bauarbeiten,on_time,on_time
-2982755537548553627-2407120551-1,4,,8000262,1,München Ost,Bayern,München,81667,11.604971,48.12744,,2024-07-12 05:51:00,,,0,0,,on_time,on_time
6581884536940570270-2407081351-2,1,Dortmund Hbf,8000081,3,Dortmund-Dorstfeld,Nordrhein-Westfalen,Dortmund,44149,7.424864,51.509376,2024-07-08 13:53:00,2024-07-08 13:56:00,,,0,0,Information. (Quelle: zuginfo.nrw),on_time,on_time
8581159004980707297-2407140730-1,54,,8000105,1,Frankfurt (Main) Hbf,Hessen,Frankfurt am Main,60329,8.663789,50.107145,,2024-07-14 07:30:00,,2024-07-14 07:30:00,0,0,Bauarbeiten,on_time,on_time
2100670324740515717-2407140010-4,RB31,Duisburg Hbf|Rheinhausen|Rumeln,8005910,5,Trompet,Nordrhein-Westfalen,Duisburg,47228,6.669107,51.413489,2024-07-14 00:22:00,2024-07-14 00:23:00,2024-07-14 00:22:00,2024-07-14 00:23:00,0,0,Bauarbeiten. (Quelle: zuginfo.nrw),on_time,on_time
-8366512532705121810-2407141218-14,42,Berlin-Tempelhof|Berlin Hermannstraße|Berlin-Neukölln|Berlin Sonnenallee|Berlin Treptower Park|Berlin Ostkreuz (S)|Berlin Frankfurter Allee|Berlin Storkower Str|Berlin Landsberger Allee|Berlin Greifswalder Str|Berlin Prenzlauer Allee|Berlin Schönhauser Allee|Berlin Gesundbrunnen(S),8089131,4,Wedding,Berlin,Berlin,13347,13.36817,52.543251,2024-07-14 12:48:00,2024-07-14 12:48:00,2024-07-14 12:48:00,2024-07-14 12:48:00,0,0,,on_time,on_time
-4170144647087673867-2407112153-29,11,Bergisch Gladbach|Duckterath|Köln-Dellbrück|Köln-Holweide|Köln-Mülheim|Köln-Buchforst|Köln Messe/Deutz|Köln Hbf|Köln Hansaring|Köln-Nippes|Köln Geldernstr./Parkgürtel|Köln-Longerich|Köln Volkhovener Weg|Köln-Chorweiler|Köln-Chorweiler Nord|Köln-Blumenberg|Köln-Worringen|Dormagen Chempark|Dormagen|Nievenheim|Neuss Allerheiligen|Norf|Neuss Süd|Neuss Hbf|Neuss Am Kaiser|Neuss Rheinparkcenter|Düsseldorf-Hamm|Düsseldorf Völklinger Str.,8001585,4,Düsseldorf-Bilk,Nordrhein-Westfalen,Düsseldorf,40217,6.775578,51.207994,2024-07-11 23:16:00,2024-07-11 23:17:00,2024-07-11 23:16:00,2024-07-11 23:17:00,0,0,Information. (Quelle: zuginfo.nrw),on_time,on_time
1791660472015178827-2407080655-27,1,Berlin-Frohnau|Berlin-Hermsdorf|Berlin-Waidmannslust|Berlin-Wittenau (Wilhelmsruher Damm)|Berlin-Wilhelmsruh|Berlin-Schönholz|Berlin Wollankstraße|Berlin Bornholmer Str.|Berlin Gesundbrunnen(S)|Berlin Humboldthain|Berlin Nordbahnhof|Berlin Oranienburger Straße|Berlin Friedrichstraße (S)|Berlin Brandenburger Tor|Berlin Potsdamer Platz (S)|Berlin Anhalter Bf|Berlin Yorckstr.(S1)|Berlin Julius-Leber-Brücke|Berlin-Schöneberg|Berlin-Friedenau|Berlin Feuerbachstr.|Berlin Rathaus Steglitz|Berlin Botanischer Garten|Berlin-Lichterfelde West|Berlin Sundgauer Str|Berlin-Zehlendorf,8089023,4,Mexikoplatz,Berlin,Berlin,14163,13.232712,52.436937,2024-07-08 07:55:00,2024-07-08 07:55:00,2024-07-08 07:55:00,2024-07-08 07:55:00,0,0,Störung,on_time,on_time
-2823655757709007819-2407082017-3,3,Oberhausen Hbf|Mülheim(Ruhr)Styrum,8004122,5,Mülheim (Ruhr) West,Nordrhein-Westfalen,Mülheim an der Ruhr,45473,6.871404,51.439654,2024-07-08 20:23:00,2024-07-08 20:24:00,2024-07-08 20:25:00,2024-07-08 20:25:00,2,1,Information. (Quelle: zuginfo.nrw),on_time,on_time
-3296934746685363362-2407141232-18,2,Petershausen(Obb)|Vierkirchen-Esterhofen|Röhrmoos|Hebertshausen|Dachau Bahnhof|München-Karlsfeld|München-Allach|München-Untermenzing|München-Obermenzing|München-Laim|München Hirschgarten|München Donnersbergerbrücke|München Hackerbrücke|München Hbf (tief)|München Karlsplatz|München Marienplatz|München Isartor,8004136,3,München Rosenheimer Platz,Bayern,München,81669,11.593049,48.129168,2024-07-14 13:16:00,2024-07-14 13:16:00,2024-07-14 13:18:00,2024-07-14 13:19:00,2,3,Bauarbeiten,on_time,on_time
1297549553344004528-2407102358-12,1,Rödermark-Ober Roden|Rodgau-Rollwald|Rodgau-Nieder Roden|Rodgau-Dudenhofen|Rodgau-Jügesheim|Rodgau-Hainhausen|Rodgau-Weiskirchen|Obertshausen(Kr Of)|Offenbach-Waldhof|Offenbach-Bieber|Offenbach(Main)Ost,8070090,4,Offenbach Marktplatz,Hessen,Offenbach (Main),63065,8.763633,50.105855,2024-07-11 00:25:00,2024-07-11 00:26:00,2024-07-11 00:25:00,2024-07-11 00:26:00,0,0,,on_time,on_time
-3711201485074617606-2407081328-18,8,Offenbach(Main)Ost|Offenbach(Main) Marktplatz|Offenbach(Main) Ledermuseum|Offenbach(Main) Kaiserlei|Frankfurt(M)Mühlberg|Frankfurt(M)Ostendstraße|Frankfurt(M)Konstablerwache|Frankfurt(M)Hauptwache|Frankfurt(M)Taunusanlage|Frankfurt Hbf (tief)|Frankfurt-Niederrad|Frankfurt am Main - Stadion|Frankfurt(Main)-Gateway Gardens|Frankfurt(M) Flughafen Regionalbf|Kelsterbach|Raunheim|Rüsselsheim,8005221,4,Rüsselsheim Opelwerk,Hessen,Rüsselsheim,65428,8.400373,49.988,2024-07-08 14:14:00,2024-07-08 14:14:00,2024-07-08 14:17:00,2024-07-08 14:18:00,3,4,,on_time,on_time
368745574417306295-2407120717-3,1,Rostock Hbf|Rostock Parkstraße,8012805,4,Rostock Holbeinplatz,Mecklenburg-Vorpommern,Rostock,18057,12.099466,54.0933,2024-07-12 07:22:00,2024-07-12 07:23:00,2024-07-12 07:22:00,2024-07-12 07:23:00,0,0,,on_time,on_time
3678449233558365467-2407131908-6,RE18,Plattling|Straßkirchen|Straubing|Radldorf(Niederbay)|Sünching,8004592,5,Obertraubling,Bayern,Obertraubling,93083,12.169996,48.967537,2024-07-13 19:43:00,2024-07-13 19:43:00,2024-07-13 19:43:00,2024-07-13 19:43:00,0,0,,on_time,on_time
-4356853165457193863-2407141908-8,2,Frankfurt(Main)Hbf|Frankfurt-Niederrad|Frankfurt(M) Flughafen Regionalbf|Rüsselsheim|Mainz-Bischofsheim|Mainz Römisches Theater|Mainz Hbf,8003075,4,Ingelheim,Rheinland-Pfalz,Ingelheim,55218,8.053716,49.976277,2024-07-14 20:01:00,2024-07-14 20:02:00,2024-07-14 20:01:00,2024-07-14 20:02:00,0,0,,on_time,on_time
2184884885477991273-2407131324-18,12,Köln-Ehrenfeld|Köln Hansaring|Köln Hbf|Köln Messe/Deutz|Köln Trimbornstr|Köln Airport-Businesspark|Köln Steinstraße|Porz(Rhein)|Porz-Wahn|Spich|Troisdorf|Siegburg/Bonn|Hennef(Sieg)|Hennef im Siegbogen|Blankenberg(Sieg)|Merten(Sieg)|Eitorf,8002768,5,Herchen,Nordrhein-Westfalen,Windeck,51570,7.521349,50.771269,2024-07-13 14:22:00,2024-07-13 14:23:00,2024-07-13 14:22:00,2024-07-13 14:23:00,0,0,,on_time,on_time
8135759686665338824-2407121622-6,5,Stuttgart Schwabstr.|Stuttgart Feuersee|Stuttgart Stadtmitte|Stuttgart Hbf (tief)|Stuttgart Nord,8005770,3,Stuttgart-Feuerbach,Baden-Württemberg,Stuttgart-Feuerbach,70469,9.169382,48.813673,2024-07-12 16:33:00,2024-07-12 16:34:00,2024-07-12 16:33:00,2024-07-12 16:34:00,0,0,Information,on_time,on_time
-2375583392739477289-2407100144-14,6,Tutzing|Feldafing|Possenhofen|Starnberg|Starnberg Nord|Gauting|Stockdorf|Planegg|Gräfelfing|Lochham|München-Westkreuz|München-Pasing|München-Laim,8004179,3,München-Hirschgarten,Bayern,München,80639,11.519245,48.14354,2024-07-10 02:21:00,2024-07-10 02:22:00,2024-07-10 02:25:00,2024-07-10 02:25:00,4,3,Bauarbeiten,on_time,on_time
-8015216001289436545-2407122145-31,5,"Wörth(Rhein) Badepark|Wörth(Rhein) Badallee|Wörth(Rhein) Rathaus|Wörth(Rhein) Bürgerpark|Wörth(Rhein) Bienwaldhalle|Wörth(Rhein) Alte Bahnmeisterei|Wörth(Rhein)|Maximiliansau West|Maximiliansau Eisenbahnstraße|Maxau|Karlsruhe-Kniel. Rheinbergstr.|Knielingen Eggensteiner Straße, Karlsruhe|Knielingen Herweghstraße, Karlsruhe|Knielingen Siemens, Karlsruhe|Mühlburg West, Karlsruhe|Starckstraße, Karlsruhe|Lameyplatz, Karlsruhe|Karlsruhe Entenfang|Philippstraße, Karlsruhe|Händelstraße, Karlsruhe|Yorckstraße, Karlsruhe|Mühlburger Tor, Karlsruhe|Europaplatz/Postgalerie (U), Karlsruhe|Marktplatz (Kaiserstraße U), Karlsruhe|Kronenplatz (U), Karlsruhe|Durlacher Tor/KIT-Campus Süd (U), Karlsruhe|Gottesauer Platz/BGV, Karlsruhe|Tullastraße/Alter Schlachthof, Karlsruhe|Weinweg, Karlsruhe|Durlach Untermühlstraße, Karlsruhe",8003184,3,Karlsruhe-Durlach,Baden-Württemberg,Karlsruhe,76227,8.462822,49.002328,2024-07-12 22:31:00,2024-07-12 22:32:00,,,0,0,,on_time,on_time
8281309014929570281-2407091139-15,RB35,Gelsenkirchen Hbf|Essen-Zollverein Nord|Essen-Altenessen|Essen-Bergeborbeck|Essen-Dellwig|Oberhausen Hbf|Duisburg Hbf|Duisburg-Hochfeld Süd|Rheinhausen Ost|Rheinhausen|Krefeld-Hohenbudberg Chempark|Krefeld-Uerdingen|Krefeld-Linn|Krefeld-Oppum,8000211,3,Krefeld Hbf,Nordrhein-Westfalen,Krefeld,47798,6.569885,51.325717,2024-07-09 12:29:00,2024-07-09 12:30:00,2024-07-09 12:29:00,2024-07-09 12:30:00,0,0,,on_time,on_time
-8922528157550016552-2407121333-1,RB20,,8000348,4,Stolberg (Rheinl) Hbf,Nordrhein-Westfalen,Stolberg (Rheinl),52222,6.217478,50.79448,,2024-07-12 13:33:00,,,0,0,,on_time,on_time
-9040215885850993609-2407080833-12,1,Hamburg Airport|Hamburg-Ohlsdorf|Hamburg Rübenkamp|Hamburg Alte Wöhr|Hamburg-Barmbek|Hamburg Friedrichsberg|Hamburg Wandsbeker Chaussee|Hamburg Hasselbrook|Hamburg Landwehr|Hamburg Berliner Tor|Hamburg Hbf (S-Bahn),8003137,4,Jungfernstieg,Hamburg,Hamburg,20095,9.993883,53.552194,2024-07-08 09:00:00,2024-07-08 09:01:00,2024-07-08 09:01:00,2024-07-08 09:02:00,1,1,,on_time,on_time
-5039920980592002264-2407141337-23,1,Düsseldorf Hbf|Düsseldorf Wehrhahn|Düsseldorf-Zoo|Düsseldorf-Derendorf|Düsseldorf-Unterrath|Düsseldorf Flughafen|Angermund|Duisburg-Rahm|Duisburg-Großenbaum|Duisburg-Buchholz|Duisburg-Schlenk|Duisburg Hbf|Mülheim(Ruhr)Styrum|Mülheim(Ruhr)Hbf|Essen-Frohnhausen|Essen West|Essen Hbf|Essen-Steele|Essen-Steele Ost|Essen-Eiberg|Wattenscheid-Höntrop|Bochum-Ehrenfeld,8000041,2,Bochum Hbf,Nordrhein-Westfalen,Bochum,44787,7.223275,51.478609,2024-07-14 14:43:00,2024-07-14 14:44:00,2024-07-14 14:43:00,2024-07-14 14:44:00,0,0,Information. (Quelle: zuginfo.nrw),on_time,on_time
-90993196457016814-2407121828-24,41,Berlin Beusselstraße|Berlin Westhafen|Berlin-Wedding|Berlin Gesundbrunnen(S)|Berlin Schönhauser Allee|Berlin Prenzlauer Allee|Berlin Greifswalder Str|Berlin Landsberger Allee|Berlin Storkower Str|Berlin Frankfurter Allee|Berlin Ostkreuz (S)|Berlin Treptower Park|Berlin Sonnenallee|Berlin-Neukölln|Berlin Hermannstraße|Berlin-Tempelhof|Berlin Südkreuz (S)|Berlin-Schöneberg|Berlin Innsbrucker Platz|Berlin Bundesplatz|Berlin Heidelberger Platz|Berlin Hohenzollerndamm|Berlin-Halensee,8089047,3,Berlin-Westkreuz,Berlin,Berlin,14057,13.283966,52.500737,2024-07-12 19:18:00,2024-07-12 19:19:00,2024-07-12 19:18:00,2024-07-12 19:19:00,0,0,,on_time,on_time
-406941045342705729-2407122251-6,1,München Leuchtenbergring|München Ost|München Rosenheimer Platz|München Isartor|München Marienplatz,8004132,3,München Karlsplatz,Bayern,München,80331,11.565619,48.139452,2024-07-12 22:59:00,2024-07-12 23:00:00,2024-07-12 23:03:00,2024-07-12 23:03:00,4,3,,on_time,on_time
4368654727349448816-2407091635-1,50,,8000080,1,Dortmund Hbf,Nordrhein-Westfalen,Dortmund,44137,7.45929,51.517896,,2024-07-09 16:35:00,,2024-07-09 16:35:00,0,0,,on_time,on_time
-5595402329013696147-2407141139-21,16,Nürnberg Hbf|Schwabach|Roth|Unterheckenhofen|Georgensgmünd|Mühlstetten|Pleinfeld|Ellingen(Bay)|Weißenburg(Bay)|Treuchtlingen|Pappenheim|Solnhofen|Dollnstein|Eichstätt Bahnhof|Adelschlag|Tauberfeld|Eitensheim|Gaimersheim|Ingolstadt Audi|Ingolstadt Nord,8000183,2,Ingolstadt Hbf,Bayern,Ingolstadt,85051,11.437337,48.744541,2024-07-14 13:27:00,2024-07-14 13:33:00,2024-07-14 13:27:00,2024-07-14 13:34:00,0,1,,on_time,on_time
-2594876433637610792-2407082335-5,8,Dresden Hbf|Dresden Mitte|Dresden-Neustadt|Dresden Industriegelände,8010088,4,Dresden-Klotzsche,Sachsen,Dresden,1109,13.78911,51.114667,2024-07-08 23:49:00,2024-07-08 23:49:00,,,0,0,Bauarbeiten,on_time,on_time
-7787995025224081314-2407082312-2,68,Frankfurt(Main)Hbf,8003523,4,Langen (Hess),Hessen,Langen,63225,8.656787,49.993612,2024-07-08 23:21:00,2024-07-08 23:21:00,2024-07-08 23:22:00,2024-07-08 23:22:00,1,1,Information,on_time,on_time
-3237525925983310715-2407081712-1,S7,,8000087,2,Solingen Hbf,Nordrhein-Westfalen,Solingen-Ohligs,42697,7.004187,51.160766,,2024-07-08 17:12:00,,2024-07-08 17:13:00,0,1,,on_time,on_time
-605476343020607591-2407102105-2,12,Tübingen Hbf,8000314,3,Reutlingen Hbf,Baden-Württemberg,Reutlingen,72764,9.209116,48.496079,2024-07-10 21:15:00,2024-07-10 21:16:00,2024-07-10 21:16:00,2024-07-10 21:17:00,1,1,Störung,on_time,on_time
7275398232650949655-2407081428-8,5,Frankfurt(Main)Süd|Frankfurt(M)Lokalbahnhof|Frankfurt(M)Ostendstraße|Frankfurt(M)Konstablerwache|Frankfurt(M)Hauptwache|Frankfurt(M)Taunusanlage|Frankfurt Hbf (tief),8006690,4,Frankfurt (Main) Galluswarte,Hessen,Frankfurt am Main,60326,8.64472,50.10403,2024-07-08 14:41:00,2024-07-08 14:42:00,2024-07-08 14:41:00,2024-07-08 14:42:00,0,0,,on_time,on_time
-7121805910800756297-2407111024-3,6,Tutzing|Feldafing,8004874,4,Possenhofen,Bayern,Pöcking,82343,11.306475,47.96196,2024-07-11 10:30:00,2024-07-11 10:30:00,2024-07-11 10:34:00,2024-07-11 10:34:00,4,4,Bauarbeiten,on_time,on_time
-6779962338982159023-2407080813-24,41,Berlin Beusselstraße|Berlin Westhafen|Berlin-Wedding|Berlin Gesundbrunnen(S)|Berlin Schönhauser Allee|Berlin Prenzlauer Allee|Berlin Greifswalder Str|Berlin Landsberger Allee|Berlin Storkower Str|Berlin Frankfurter Allee|Berlin Ostkreuz (S)|Berlin Treptower Park|Berlin Sonnenallee|Berlin-Neukölln|Berlin Hermannstraße|Berlin-Tempelhof|Berlin Südkreuz (S)|Berlin-Schöneberg|Berlin Innsbrucker Platz|Berlin Bundesplatz|Berlin Heidelberger Platz|Berlin Hohenzollerndamm|Berlin-Halensee,8089047,3,Berlin-Westkreuz,Berlin,Berlin,14057,13.283966,52.500737,2024-07-08 09:03:00,2024-07-08 09:04:00,2024-07-08 09:03:00,2024-07-08 09:04:00,0,0,,on_time,on_time
-5922757085214240081-2407101433-6,42,Berlin Beusselstraße|Berlin Jungfernheide (S)|Berlin Westend|Berlin Messe Nord/ICC (Witzleben)|Berlin Westkreuz,8089109,4,Berlin-Halensee,Berlin,Berlin,10711,13.290326,52.496254,2024-07-10 14:43:00,2024-07-10 14:44:00,,,0,0,,on_time,on_time
940994217859310436-2407080445-23,8,Herrsching|Seefeld-Hechendorf|Steinebach|Weßling(Oberbay)|Neugilching|Gilching-Argelsried|Geisenbrunn|Germering-Unterpfaffenhofen|Harthaus|München-Freiham|München-Neuaubing|München-Westkreuz|München-Pasing|München-Laim|München Hirschgarten|München Donnersbergerbrücke|München Hackerbrücke|München Hbf (tief)|München Karlsplatz|München Marienplatz|München Isartor|München Rosenheimer Platz,8000262,1,München Ost,Bayern,München,81667,11.604971,48.12744,2024-07-08 05:42:00,2024-07-08 05:42:00,2024-07-08 05:44:00,2024-07-08 05:45:00,2,3,,on_time,on_time
4871372025112505098-2407091523-15,1,Hamburg Airport|Hamburg-Ohlsdorf|Hamburg Rübenkamp|Hamburg Alte Wöhr|Hamburg-Barmbek|Hamburg Friedrichsberg|Hamburg Wandsbeker Chaussee|Hamburg Hasselbrook|Hamburg Landwehr|Hamburg Berliner Tor|Hamburg Hbf (S-Bahn)|Hamburg Jungfernstieg|Hamburg Stadthausbrücke|Hamburg Landungsbrücken,8006705,4,Reeperbahn,Hamburg,Hamburg,20359,9.957668,53.549668,2024-07-09 15:56:00,2024-07-09 15:57:00,,,0,0,,on_time,on_time
-6793336855512255564-2407040526-5,2,Hamburg-Bergedorf|Hamburg-Nettelnburg|Hamburg-Allermöhe|Hamburg Mittlerer Landweg,8000971,5,Billwerder-Moorfleet,Hamburg,Hamburg,22113,10.096658,53.515589,2024-07-11 05:36:00,2024-07-11 05:36:00,,,0,0,,on_time,on_time
768673232617426092-2407131314-3,83,Göttingen|Friedland(Han),8000090,4,Eichenberg,Hessen,Neu-Eichenberg,37249,9.921482,51.374823,2024-07-13 13:28:00,2024-07-13 13:33:00,2024-07-13 13:28:00,2024-07-13 13:33:00,0,0,,on_time,on_time
994248175250547876-2407121032-27,6,Bensheim|Heppenheim(Bergstr)|Laudenbach(Bergstr)|Hemsbach|Weinheim-Sulzbach|Weinheim(Bergstr)Hbf|Heddesheim/Hirschberg|Ladenburg|Neu-Edingen/Friedrichsfeld|Mannheim-Seckenheim|Mannheim ARENA/Maimarkt|Mannheim Hbf|Ludwigshafen(Rhein) Mitte|Ludwigshafen(Rh)Hbf|Ludwigshafen-Oggersheim|Frankenthal Süd|Frankenthal Hbf|Bobenheim|Worms Hbf|Osthofen|Mettenheim|Alsheim|Guntersblum|Dienheim|Oppenheim|Nierstein,8004193,5,Nackenheim,Rheinland-Pfalz,Nackenheim,55299,8.341885,49.919106,2024-07-12 12:23:00,2024-07-12 12:23:00,2024-07-12 12:29:00,2024-07-12 12:29:00,6,6,Information,delay,delay
3777408572275518189-2407131917-17,5,Berlin Westkreuz|Berlin Charlottenburg (S)|Berlin Savignyplatz|Berlin Zoologischer Garten (S)|Berlin-Tiergarten|Berlin Bellevue|Berlin Hbf (S-Bahn)|Berlin Friedrichstraße (S)|Berlin Hackescher Markt|Berlin Alexanderplatz (S)|Berlin Jannowitzbrücke|Berlin Ostbahnhof (S)|Berlin Warschauer Straße|Berlin Ostkreuz (S)|Berlin Nöldnerplatz|Berlin-Lichtenberg (S),8089059,4,Friedrichsfelde Ost,Berlin,Berlin,10315,13.520254,52.514169,2024-07-13 19:53:00,2024-07-13 19:53:00,2024-07-13 19:53:00,2024-07-13 19:53:00,0,0,,on_time,on_time
